question,paragraph,answer
Bộ phim Sherlock Holmes: Trò chơi của bóng đêm của Guy Ritchie có kịch bản được viết bởi Kieran Mulroney và Michele Mulroney phải không?,"Several of Ritchie's other films include Revolver (2005), RocknRolla (2008), Sherlock Holmes (2009), phần tiếp theo của nó Sherlock Holmes: A Game of Shadows (2011) và bản làm lại trực tiếp của Aladdin (2019) của hãng Disney. Kịch bản được viết bởi Kieran Mulroney và Michele Mulroney.",đúng
Tên chính thức của Khmer Đỏ là gì,"Khmer Đỏ ( ខ្មែរក្រហម ) ( tiếng Pháp : Khmer Rouge ) , tên chính thức Đảng Cộng sản Campuchia và sau này là Đảng Campuchia Dân chủ , là một tổ chức chính trị cầm quyền tại Campuchia từ 1975 đến 1979 .",Đảng Cộng sản Campuchia
"Đội bóng mà Pierre-Emerick Aubameyang đang thi đấu có trụ sở ở Holloway, Luân Đôn phải không?","Pierre-Emerick Emiliano François Aubameyang hay gọi ngắn gọn là Pierre-Emerick Aubameyang (sinh ngày 18 tháng 6 năm 1989) là một cầu thủ bóng đá chuyên nghiệp người Gabon đang thi đấu cho câu lạc bộ Arsenal của Premier League và Đội tuyển bóng đá quốc gia Gabon. Câu lạc bộ bóng đá Arsenal (tiếng Anh: Arsenal Football Club, viết tắt: Arsenal F.C.) là một câu lạc bộ bóng đá chuyên nghiệp có trụ sở tại Holloway, Luân Đôn, hiện đang thi đấu tại Giải bóng đá Ngoại hạng Anh, giải đấu cấp cao nhất trong hệ thống bóng đá Anh.",đúng
nam âu gồm những nước nào,"Nam Âu bao gồm những nước châu Âu bao quanh biển Địa Trung Hải , kể cả Bồ Đào Nha , nước chỉ có bờ biển Đại Tây Dương , gồm các bán đảo Balkan , Ý , và Iberia .",những nước châu Âu bao quanh biển Địa Trung Hải
Đội bóng mà Owen chuyển tới theo dạng chuyển nhượng tự do đứng thứ mấy về doanh thu năm 2013?,"Newcastle xuống hạng mùa giải 2008-09 và Owen đã chuyển tới Manchester United theo dạng chuyển nhượng tự do. Manchester United là câu lạc bộ bóng đá đứng thứ hai về doanh thu trên thế giới trong mùa giải 2013-14, với doanh thu hàng năm 518 triệu euro và đứng thứ ba về giá trị đội bóng trên thế giới trong năm 2015 với trị giá 1,98 tỷ USD.",thứ hai
Quê hương của George Best đã truyền cảm hứng cho Jonathan Swift viết nên tiểu thuyết Gulliver's Travels phải không?,Khoảng 100.000 người đã có mặt trong đám tang của ông tại quê hương Belfast.,đúng
Ngôi sao cùng thời Joan Crawford - Norma Shearer là diễn viên người Mỹ gốc Canana phải không?,"Ở thập niên 30, tên tuổi Crawford sánh ngang với những ngôi sao cùng thời của MGM như Norma Shearer và Greta Garbo. Edith Norma Shearer (10 tháng 8 năm 1902 – 12 tháng 6 năm 1983) là một nữ diễn viên người Mỹ gốc Canada đã từng đoạt tượng vàng Oscar.",đúng
Dòng game có phần thứ năm là Grand Theft Auto V được viết tắt là gì?,"Đây là phần thứ năm của dòng trò chơi Grand Theft Auto sau Grand Theft Auto IV (2008). Grand Theft Auto (thường được viết tắt là GTA) là một sêri trò chơi được sản xuất tại Anh bởi Dave Jones, sau này là hai anh em người Anh Dan Houser và Sam Houser, cùng với nhà thiết kế trò chơi Zachary Clarke.",GTA
Elbridge Gerry lớn tuổi hơn Marlee Matlin phải không?,Marlee Beth Matlin (sinh ngày 24 tháng 8 năm 1965) là một nữ diễn viên khiếm thính của điện ảnh Hoa Kỳ. Elbridge Thomas Gerry (; 17 tháng 7 năm 1744 (O.S. 6 tháng 7 năm 1744) – 23 tháng 11 năm 1814) là một nhà chính trị và nhà ngoại giao Hoa Kỳ.,đúng
Jamie Foxx lớn tuổi hơn Joe Cole phải không?,"Jamie Foxx (tên khai sinh Eric Marlon Bishop; sinh ngày 13 tháng 12 năm 1967) là một diễn viên từng đoạt Giải Oscar đồng thời còn là một ca sĩ, nhạc sĩ và nghệ sĩ hài kịch Hoa Kỳ. Joseph John Cole (sinh ngày 8 tháng 11 năm 1981) là một cựu cầu thủ bóng đá chuyên nghiệp người Anh đã giải nghệ.",đúng
Estonia giáp những biển và đất nước nào,"Estonia tiếp giáp với Liên bang Nga về phía đông , giáp với Latvia về phía nam , giáp với vịnh Phần Lan về phía bắc và giáp với biển Baltic về phía tây .","Estonia tiếp giáp với Liên bang Nga về phía đông , giáp với Latvia về phía nam , giáp với vịnh Phần Lan về phía bắc và giáp với biển Baltic về phía tây"
Tiểu bang mà nhân vật Jason Voorhees sống xếp thứ mấy trong danh sách những tiểu bang nhỏ nhất?,"Jason sống ở khu cắm trại hồ Crystal ở hạt Wessex bang New Jersey nước Mỹ, hắn giết bất cứ ai đến cắm trại nơi đây. New Jersey là tiểu bang xếp thứ 4 trong danh sách những tiểu bang nhỏ nhất nhưng xếp thứ 11 theo số dân, với 8.882.190 nhân khẩu theo số liệu năm 2019 và có diện tích 8,722.58 dặm vuông, khiến nơi đây trở thành tiểu bang đông dân nhất của Hoa Kỳ.",4
Nơi sinh sống của chi khủng long Changyuraptor vào thời kỳ Creta muộn nằm ở châu lục nào?,"Nó được biết đến từ một mẫu vật hóa thạch duy nhất đại diện cho loài Changyuraptor yangi, sống vào thời kỳ Creta muộn (125 triệu năm trước) tại Liêu Ninh, Trung Quốc. Trung Quốc (giản thể: 中国; phồn thể: 中國; bính âm: Zhōngguó), quốc hiệu là Cộng hòa Nhân dân Trung Hoa (giản thể: 中华人民共和国; phồn thể: 中華人民共和國; Hán-Việt: Trung Hoa Nhân dân Cộng hòa Quốc; bính âm: Zhōnghuá Rénmín Gònghéguó), là một quốc gia có chủ quyền nằm ở khu vực Đông Á.",Đông Á
Quốc gia của trọng tài quốc tế Stanley Rous có biên giới trên bộ với Scotland về phía tây phải không?,"Sir Stanley Ford Rous, CBE (25 tháng 4 năm 1895 - 18 tháng 7 năm 1986) là một trọng tài quốc tế người Anh và là chủ tịch thứ sáu của FIFA từ năm 1961 đến năm 1974. Quốc gia này có biên giới trên bộ với Scotland về phía bắc và với Wales về phía tây.",không
Spin-off của Ecstasy năm 2010 được phát hành dưới dạng nào?,"Tháng 6 năm 2010, Key đã phát hành một spin-off dành cho người lớn của Ecstasy mang tựa đề Kud Wafter, nó mở rộng thêm kịch bản của Noumi Kudryavka, một trong số các nhân vật nữ chính trong Little Busters! Kud Wafter (クドわふたー, Kudo Wafutā) là một visual novel dành cho người trên 18 tuổi do Key phát triển và phát hành vào ngày 25 tháng 6 năm 2010 trên hệ máy tính cá nhân (PC) dưới dạng DVD.",DVD
Thành viên Amy Lee viết lời ca khúc My Immortal có nhũ danh Lee phải không?,"Bài hát được viết lời bởi những thành viên của ban nhạc như Ben Moody, Amy Lee và David Hodges, trong khi phần sản xuất được thực hiện bởi Moody và Dave Fortman. Amy Lynn Hartzler (nhũ danh Lee, sinh ngày 13 tháng 12 năm 1981 tại Riverside, California), thường được biết tới với tên Amy Lee.",đúng
Gia Long còn có tên gọi khác là gì,"Tương truyền , có lần ( không rõ năm ) bị quân Tây Sơn đánh đuổi , chúa Nguyễn Phúc Ánh ( về sau là vua Gia Long ) đã phải chạy vào chùa trú ẩn .",chúa Nguyễn Phúc Ánh
dota là gì,Dota là một tổng ở tỉnh San José thuộc Costa Rica .,là một tổng ở tỉnh San José thuộc Costa Rica
Joe Biden nhỏ tuổi hơn Toni Polster phải không?,"Joseph Robinette Biden Jr. ( BY-dən; sinh ngày 20 tháng 11 năm 1942) là một chính trị gia người Mỹ, đương kim tổng thống thứ 46 của Hoa Kỳ. Anton (""Toni"") Polster (sinh 10 tháng 3 năm 1964 tại Viên) là cựu cầu thủ bóng đá Áo, chơi ở vị trí tiền đạo và là cầu thủ ghi nhiều bàn nhất trong lịch sử cho đội tuyển quốc gia Áo.",không
Đất nước có William McKinley là Tổng thống thứ 25 giáp biển Thái Bình Dương ở phía tây phải không?,"William McKinley, Jr. (29 tháng 1 năm 1843 - 14 tháng 9 năm 1901) là Tổng thống thứ 25 của Hoa Kỳ tại nhiệm từ năm 1897 cho đến khi ông bị ám sát vào năm 1901. Hoa Kỳ nằm giữa Bắc Mỹ, giáp biển Thái Bình Dương ở phía tây, Đại Tây Dương ở phía đông, Canada ở phía bắc và México ở phía nam.",đúng
Bộ phim nào của Rose Byrne do Matthew Vaughn đạo diễn?,"Năm 2011, cô diễn xuất trong nhiều phim thành công về thương mại như Insidious, X-Men: First Class và Bridesmaids. Dị nhân: Thế hệ đầu tiên (tựa gốc tiếng Anh: X-Men: First Class) là một bộ phim siêu anh hùng của đạo diễn Matthew Vaughn và do sản xuất Bryan Singer, dựa trên các nhân vật X-Men xuất hiện trong Marvel Comics.",X-Men: Thế hệ thứ nhất
Steve Bruce lớn tuổi hơn Salomon Kalou phải không?,"Stephen Roger ""Steve"" Bruce (sinh ngày 31 tháng 12 năm 1960, tại Corbridge, gần Hexham, Northumberland, Anh) là một cựu cầu thủ và huấn luyện viên bóng đá người Anh. Salomon Kalou (sinh ngày 5 tháng 8 năm 1985 ở Oumé, Côte d'Ivoire) là một cầu thủ bóng đá người Côte d'Ivoire.",đúng
Châm cứu là dùng cây kim đâm vào nơi nào trên cơ thể người,Châm cứu là thủ thuật chèn và thao tác kim hình chỉ vào một điểm cụ thể trên cơ thể để giảm đau hoặc cho các mục đích điều trị.,một điểm cụ thể
Ưng hoàng phúc là người nào,"Ưng Hoàng Phúc tên thật là Nguyễn Quốc Thanh ( sinh ngày 18 tháng 8 năm 1981 tại xã Kiến An , huyện Chợ Mới , tỉnh An Giang ) là một nam ca sĩ Việt Nam .",là một nam ca sĩ Việt Nam
Seventeen được chia thành mấy nhóm nhỏ,"Nhóm được chia làm 3 nhóm nhỏ phụ trách ba mảng khác nhau , đó là Hiphop , Vocal , và Performance , thế nhưng cuối cùng họ vẫn là một nhóm .",3 nhóm nhỏ
"Album nào Geoff Emerick phụ trách có tác phẩm ""With a Little Help from My Friends""?","Geoff Emerick (5 tháng 12 năm 1945 – 2 tháng 10 năm 2018) là một kỹ thuật viên âm thanh người Anh, được biết đến nhiều nhất là người phụ trách phòng thu cho The Beatles trong các album Rubber Soul, Revolver, Sgt. Pepper's Lonely Hearts Club Band, Album trắng và Abbey Road. Sgt. Pepper được coi là một trong những kiệt tác của lịch sử âm nhạc thế giới, một trong những album vĩ đại nhất, bao gồm trong đó những tác phẩm nổi tiếng như ca khúc tiêu đề, ""With a Little Help from My Friends"", ""Lucy in the Sky with Diamonds"" và ""A Day in the Life"".",Sgt. Pepper's Lonely Hearts Club Band
Đội bóng nào Bernd Schuster từng quản lý là Đội bóng bóng đá xuất sắc nhất thế kỷ 20 của FIFA?,"Sau khi giải nghệ với tư cách là một cầu thủ, ông quản lý một số câu lạc bộ châu Âu, bao gồm Real Madrid, đưa câu lạc bộ này đến chức vô địch trong mùa giải 2007-08. Real Madrid là Câu lạc bộ bóng đá xuất sắc nhất thế kỷ 20 của FIFA và được đánh giá là đội bóng vĩ đại nhất mọi thời đại.Được thành lập vào ngày 6 tháng 3 năm 1902 với tên gọi Câu lạc bộ bóng đá Madrid, câu lạc bộ có truyền thống mặc bộ trang phục sân nhà màu trắng kể từ khi thành lập.",Real Madrid C.F.
Bettoven viết bản sonat ánh trăng để tặng cho ai,"Ludwig van Beethoven viết bản sonata này dành cho cô học sinh dương cầm 17 tuổi của ông Gräfin Giulietta Guicciardi (1784–1856) vào năm 1801 và sau khi ông mất vài năm thì bản sonate được nhà phê bình âm nhạc Ludwig Rellstab đặt cho cái tên phổ biến như bây giờ, ông đã so sánh bản nhạc với ánh trăng trên hồ Lucerne.",Gräfin Giulietta Guicciardi
"Câu lạc bộ nào Mark Hughes từng làm huấn luyện viên có trụ sở tại thành phố Manchester, nước Anh?","Leslie Mark Hughes (sinh 1 tháng 11 năm 1963 tại Ruabon, Wrexham, Wales) là cựu tiền đạo bóng đá người xứ Wales, ông từng làm huấn luyện viên cho câu lạc bộ Manchester City, một thế lực mới tại giải Ngoại hạng Anh sau khi được sở hữu và chi mạnh tay bởi các ông chủ tỷ phú Ả Rập. Câu lạc bộ bóng đá Manchester City (tiếng Anh: Manchester City Football Club) là một câu lạc bộ bóng đá chuyên nghiệp có trụ sở tại thành phố Manchester, nước Anh.",Manchester City F.C.
Người cùng Hans Adolf Krebs được trao giải Nobel Sinh lý và Y khoa năm 1953 sinh năm 1986 phải không?,"Chu kỳ sau, loạt then chốt các phản ứng hóa học trong trao đổi chất, tạo ra năng lượng trong các tế bào, cũng được gọi là ""chu trình axít xitric"" đã mang lại cho ông giải Nobel Sinh lý và Y khoa năm 1953 (chung với Fritz Albert Lipmann). Fritz Albert Lipmann (12 tháng 6 năm 1899 – 24 tháng 7 năm 1986) là một nhà hóa sinh người Đức - Mỹ gốc Do Thái, người đồng phát hiện ra coenzyme A và đã đoạt giải Nobel Sinh lý và Y khoa (chung với Hans Adolf Krebs) năm 1953 cho công trình nghiên cứu này.",đúng
Đất nước có thành phố Nam Kinh có dân số ước tính đạt bao nhiêu?,"Nam Kinh (tiếng Hoa: 南京; pinyin: Nánjīng; Wade-Giles: Nan-ching; nghĩa là ""Kinh đô phía Nam"") là một thành phố thuộc tỉnh Giang Tô của Trung Quốc. Đây là quốc gia đông dân nhất trên thế giới với dân số ước tính đạt khoảng 1,405 tỷ người.","khoảng 1,405 tỷ người"
Nhà nước là gì,Nhà nước ( tiếng Anh : state ( polity ) ) là một cộng đồng chính trị ( political community ) có tổ chức sống dưới một hệ thống chính quyền đơn ( chính phủ ) ( không phải là hệ thống kép lồng ghép các chính quyền ) .,là một cộng đồng chính trị ( political community )
Richard Smalley - người được trao Giải Nobel Hóa học cùng với Harold Kroto là nhà khoa học người Mỹ phải không?,Ông được trao Giải Nobel Hóa học cùng với Richard Smalley và Robert Curl vào năm 1996 nhờ sự phát hiện Fullerene vào năm 1985. Richard Errett Smalley (1943 - 2005) là nhà hóa học người Mỹ.,đúng
