question,answer
Khoa cơ khí có các phòng thí nghiệm hay xưởng thực hành nào không?,"- Phòng thí nghiệm Đo lường  
  - Trưởng PTN: TS. Bành Quốc Nguyên  
  - Email: bqnguyen@hcmut.edu.vn  
- Phòng thí nghiệm CAD/CAM  
  - Trưởng PTN: TS. Huỳnh Hữu Nghị  
  - Email: [hhnghi@hcmut.edu.vn](mailto:hhnghi@hcmut.edu.vn)  
- Phòng thí nghiệm Công nghệ tạo hình và Xử lý vật liệu  
  - Trưởng PTN: TS. Nguyễn Hải Đăng  
  - Email: nhdang@hcmut.edu.vn  
- Phòng thí nghiệm Điều khiển và Tự động hóa  
  - Trưởng PTN: TS. Trần Việt Hồng  
  - Email: [tvhong@hcmut.edu.vn](mailto:tvhong@hcmut.edu.vn)  
- Ban giảng dạy thực hành  
  - Trưởng ban: KS. Đỗ Huỳnh Nhật  
  - Email: dohuynhat@hcmut.edu.vn  
- Xưởng Cơ Khí  
  - Trưởng xưởng: GVC. ThS. Phan Hoàng Long  
  - Email: [phlong@hcmut.edu.vn](mailto:phlong@hcmut.edu.vn)  
- Trưởng PTN Công nghệ Thiết kế và Gia công Tiên tiến  
  - Trưởng PTN: PGS. TS. Trần Thiên Phúc  
  - Email: ttphuc.rectie@hcmut.edu.vn  
  - Phòng thí nghiệm trực thuộc khoa  
    - PTN CAD/CAM  
    - PTN Đo lường  
    - PTN Điều khiển và tự động hóa  
    - PTN Công nghệ tạo hình và xử lý vật liệu  
    - Xưởng cơ khí  
    - Phòng không gian CDIO\`  
  - Phòng thí nghiệm trực thuộc bộ môn  
  - PTN Thiết kế máy  
  - PTN Chế tạo máy  
  - PTN Thiết bị & công nghệ vật liệu cơ khí  
  - PTN Kỹ thuật dệt may  
  - PTN Công nghệ nhiệt lạnh  
  - PTN Kỹ thuật máy xây dựng & nâng chuyển  
  - PTN Cơ điện tử  
  - PTN Kỹ thuật hệ thống công nghiệp"
Mảng công tác sinh viên ở Khoa Cơ khí do ai phụ trách chính?,Phó Trưởng khoa: PGS. TS. Phạm Quang Trung (Email: quangtrung@hcmut.edu.vn)
Khoa cơ khí có phòng thí nghiệm gì đó tên là CAM đúng không vậy?,"Phòng thí nghiệm CAD/CAM  
  - Trưởng PTN: TS. Huỳnh Hữu Nghị  
  - Email: [hhnghi@hcmut.edu.vn](mailto:hhnghi@hcmut.edu.vn) "
"Những chương trình đào tạo bậc Đại học nào của Khoa Điện - Điện tử có liên quan đến lĩnh vực ""Năng lượng"".","Hệ thống Năng lượng điện của Chương trình Kỹ sư chất lượng cao Việt - Pháp
Hệ thống Năng lượng của chương trình Tiên tiến
Năng lượng tái tạo của Chương trình Dạy và học bằng tiếng Anh (dự kiến TS2025)"
Khoa Điện Điện tử có đào tạo chương trình tài năng không,"Kỹ thuật điện, Kỹ thuật điều khiển và tự động hóa, Kỹ thuật điện tử - Viễn thông."
Khoa điện điện tử có bao nhiêu phòng thí nghiệm và xường thực tập,"20-21 phòng thí nghiệm/xưởng:
Phòng máy tính  
  - Trưởng PTN: PGS. TS. Phan Quốc Dũng  
  - Email: pqdung@hcmut.edu.vn  
Xưởng thực tập điện  
Xưởng thực tập điện tử  
PTN Hệ Thống Năng Lượng  
PTN Điện tử Công suất  
PTN Vi Mạch Và Hệ Thống Cao Tần  
PTN Telemedicine & Mobile Healthcare  
 PTN Xử Lý Số Tín Hiệu  
PTN Kỹ Thuật Siêu Cao Tần & Antenna  
PTN IoT & Máy Học  
PTN Kỹ Thuật Viễn Thông  
PTN Hệ Thống Điện  
PTN Vật Liệu Điện  
PTN Mô Phỏng Và Phân Tích Hệ Thống Điện  
PTN Kỹ Thuật Hệ Thống Thông Tin  
PTN Kỹ Thuật Điện  
PTN Điện Công Nghiệp  
PTN Tự Động Hóa  
PTN Kỹ Thuật Điều Khiển  
PTN Điện Tử 1  
PTN Điện Tử 2"
chương trình Chuyển tiếp quốc tế nhật bản của khoa điện điện tử liên kết với trường đại học nào,ĐH Công nghệ Nagaoka
Nhiệm vụ của trưởng khoa khoa điện điện tử là gì,"Lãnh đạo và quản lý chung các hoạt động trong Khoa:

- Công tác tổ chức nhân sự, tài chính.  
- Quản lý các dự án hợp tác quốc tế, các chương trình đào tạo quốc tế.  
- Xây dựng mô hình tổ chức hoạt động, định hướng phát triển của Khoa.  
- Tổ chức các hội đồng trong Khoa (Hội đồng Khoa học và Đào tạo, Hội đồng Tuyển dụng, Hội đồng Thi đua \- Khen thưởng, Hội đồng Kỷ luật). "
"khoa điện điện tử có chương trình tiến tiến không, nếu có thì bao gồm những ngành nào","Vi mạch – Hệ thống Phần cứng, Hệ thống Năng lượng, Kỹ thuật Điều khiển & Tự động hóa, Hệ thống Viễn thông"
ngành thiết kế vi mạch có những chương trình đào tạo nào ở bậc đại học,"Vừa có trong ngành kĩ thuật điện mà cũng có ở ngành kĩ thuật máy tính,
ngoài ra cũng có thể lấy thông tin trong file ngành Thiết kế vi mạch"
Hãy cho tôi biết thông tin chi tiết về Chương trình Chuyển tiếp Quốc Tế - Nhật Bản của ngành kỹ thuật điện,"Tiền thân là chương trình Tăng cường Tiếng Nhật, liên kết đào tạo quốc tế, 2,5 năm đầu học tại trường ĐH Bách khoa \- ĐHQG-HCM, 2 năm sau học tại ĐH Công nghệ Nagaoka, Nhật Bản. Được ĐH Công nghệ Nagaoka cấp bằng."
Ngành khoa học máy tính có đào tạo hệ Việt Pháp không?,"Hình như không có, theo data thì chỉ có 4 chương trình:
1. Chương trình Tiêu chuẩn
2. Chương trình Dạy và học bằng tiếng Anh
3. Chương trình Định hướng Nhật bản
4. Chương tình Chuyển tiếp Quốc tế"
Khoa Khoa học và kỹ thuật máy tính có bao nhiêu phó trưởng khoa? Là ai?,"- Phó Trưởng khoa: PGS. TS. Phạm Quốc Cường  
- Phó Trưởng khoa: PGS. TS. Phạm Hoàng Anh  
- Phó Trưởng khoa: PGS. TS. Trần Ngọc Thịnh  "
Có thầy nào tên Bùi Trọng Hiếu trong trường mình không?,Trưởng khoa Cơ khí
Có bao nhiêu bộ môn trực thuộc khoa Khoa học và Kỹ thuật Máy tính?,"- Bộ môn Công nghệ Phần mềm: Trưởng bộ môn: TS. Trương Tuấn Anh  
- Bộ môn Hệ thống thông tin: Khoa trực tiếp phụ trách  
- Bộ môn Hệ thống và Mạng máy tính: Trưởng bộ môn: TS. Nguyễn Đức Thái  
- Bộ môn Khoa học Máy tính: Trưởng bộ môn: PGS. TS. Lê Hồng Trang  
- Bộ môn Kỹ thuật Máy tính: Khoa trực tiếp phụ trách"
Sinh viên ngành khoa Khoa học máy tính có thể chọn những chuyên ngành nào?,"Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm"
Tôi có thể học vi mạch ở những ngành nào?,"Kỹ thuật Máy tính, Điện tử - Viễn thông, Thiết kế vi mạch"
Khoa Khoa học và kỹ thuật máy tính có những phòng thí nghiệm nào?,"- PTN Tính toán hiệu năng cao  
- PTN Tính toán nâng cao  
- PTN HCMUT Renesas SuperH Lab  
- PTN An ninh mạng  
- PTN Trí tuệ nhân tạo  
- PTN Khoa học Dữ liệu  
- Trung tâm hợp tác nghiên cứu đổi mới và công nghệ HCMUT-UTS "
Có chuyên ngành nào chỉ được mở ở chương trình Tiêu chuẩn ở ngành Khoa học Máy tính mà không được mở ở chương trình Dạy và học bằng tiếng Anh?,"- Chương trình Tiêu chuẩn:   
    - Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm  
    - Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số  
  - Chương trình Dạy và học bằng tiếng Anh:   
    - Khoa học Máy tính: Chuyên ngành: Khoa học Máy tính, Công nghệ Dữ liệu và Dữ liệu lớn, An ninh Hệ thống và Mạng, Trí tuệ Nhân tạo, Công nghệ Phần mềm  
    - Kỹ thuật Máy tính: Chuyên ngành: Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số 

--> Tất cả chuyên ngành có ở chương trình tiêu chuẩn thì đều có ở chương trình Dạy và học bằng tiếng Anh"
"Tôi lỡ quên đi học Thí nghiệm Vật Lý, tôi học thầy nào đó tên Tú. Tôi cần thông tin của thầy để đi học bù.","TS. Trần Anh Tú  
    Email: tranatu@hcmut.edu.vn  "
Thầy Lê Hồng Trang là ai?,Trưởng bộ môn Khoa học Máy tính
Các ngành đào tạo thạc sĩ của khoa Khoa học và Kỹ thuật máy tính?,"- Khoa học Máy tính  
  - Hệ thống Thông tin Quản lý"
Các chuyên ngành của ngành Kỹ thuật máy tính?,"Kỹ thuật Máy tính, Hệ thống Tính toán Nâng cao, Internet Vạn vật, Thiết kế Vi mạch số"
Xin email của thầy trưởng khoa khoa Khoa học và Kỹ thuật máy tính,qttho@hcmut.edu.vn
Thầy Trần Ngọc Thịnh là ai?,Phó trưởng khoa Khoa học và Kỹ thuật máy tính
Khoa khoa học ứng dụng có đào tạo bạc thạc sĩ không,"Có các ngành:  - Cơ Kỹ thuật  
  - Vật lý Kỹ thuật  
  - Toán Ứng dụng  
  - Khoa học Tính toán  "
Hãy cho tôi thông tin chi tiết về trưởng phòng thí nghiệm vật lý tính toán,"- Trưởng PTN: PGS. TS. Đỗ Ngọc Sơn  
    - Email: dnson@hcmut.edu.vn  "
Khoa Khoa học Ứng dụng có những Phòng thí nghiệm nào?,"- PTN Cơ học Ứng dụng  
    - Trưởng PTN: TS. Phạm Bảo Toàn  
    - Email: baotoanbk@hcmut.edu.vn  
  - PTN Vật lý Tính toán  
    - Trưởng PTN: PGS. TS. Đỗ Ngọc Sơn  
    - Email: dnson@hcmut.edu.vn  
  - PTN Công nghệ Laser  
    - Trưởng PTN: PGS. TS. Trần Trung Nghĩa  
    - Email: ttnghia@hcmut.edu.vn  
  - PTN Vật lý Đại cương  
    - Trưởng PTN: TS. Trần Anh Tú  
    - Email: tranatu@hcmut.edu.vn "
Những chương trình đào tạo nào của khoa Khoa học Ứng dụng đào tạo các ngành liên quan đến hóa học,"### Chương trình Đào tạo Liên quan đến Hóa Học của Khoa Khoa học Ứng dụngKhoa Khoa học Ứng dụng tại Trường Đại học Bách khoa có một số chương trình đào tạo liên quan đến hóa học, cụ thể như sau:#### 1. **Chương trình Tiêu chuẩn và Dạy và Học bằng Tiếng Anh: Khoa học Dữ liệu**- **Đặc Điểm**:   - Chương trình này không trực tiếp đào tạo về hóa học, nhưng sinh viên sẽ được trang bị kiến thức về thống kê, toán học, và khoa học máy tính, những kiến thức này rất hữu ích trong lĩnh vực hóa học hiện đại, đặc biệt là hóa học phân tử, hóa học hữu cơ, và hóa học phân tích.  - Sinh viên có thể lựa chọn các môn học chuyên ngành liên quan đến hóa học nếu họ có hứng thú.#### 2. **Chương trình Định Hướng Nhật Bản: Khoa học Máy Tính**- **Đặc Điểm**:   - Chương trình này không tập trung vào hóa học, nhưng nó cung cấp kiến thức cơ bản về khoa học máy tính và kỹ thuật, giúp sinh viên có thể áp dụng các công nghệ hiện đại vào nghiên cứu hóa học.### Chi Tiết về Chương trình Khoa học Dữ liệu- **Giới Thiệu**:   - Ngành Khoa học Dữ liệu bắt đầu tuyển sinh từ năm 2024 và được thiết kế để đáp ứng nhu cầu ngày càng tăng về nguồn nhân lực có chuyên môn cao trong lĩnh vực khoa học dữ liệu.  - Sinh viên sẽ được trang bị kiến thức vững chắc về toán học, thống kê, và khoa học máy tính, đồng thời có cơ hội học các môn học chuyên ngành liên quan đến hóa học.- **Cơ Sở Vật Chất**:   - Chương trình sử dụng các phòng thí nghiệm và lab hiện đại, giúp sinh viên thực hành và nghiên cứu các vấn đề liên quan đến hóa học.- **Vị Trí Việc Làm**:   - Sinh viên có thể làm việc trong các lĩnh vực như phân tích dữ liệu hóa học, phát triển mô hình hóa học, và sử dụng dữ liệu để hỗ trợ nghiên cứu hóa học.### Kết LuậnTrong tổng thể, mặc dù Khoa Khoa học Ứng dụng không có chương trình chuyên biệt"
Ngành nào của khoa Khoa học Ứng dụng có chương trình định hướng Nhật Bản,Chỉ có ngành Cơ Kỹ thuật
Phòng thí nghệm hiện trường của khoa do ai phụ trách?,"- Trưởng PTN: TS. Phạm Minh Tuấn  
  - Email: pmtuan@hcmut.edu.vn  "
Trưởng bộ môn Khoan và Khai thác Dầu khí là ai?,"- Trưởng bộ môn: TS. Mai Cao Lân  
  - Email: maicaolan@hcmut.edu.vn  "
PTN mô phỏng hiện nay do ai phụ trách?,"- Trưởng PTN: TS. Lê Nguyễn Hải Nam  
  - Email: lnhnam@hcmut.edu.vn  "
Trưởng bộ môn Địa Kỹ Thuật là ai?,"- Trưởng bộ môn: TS. Ngô Tấn Phong  
  - Email: ngotanphong@hcmut.edu.vn "
Cách liên hệ với trưởng bộ môn Tài nguyên Trái đất và Môi trường?," - Trưởng bộ môn: TS. Đặng Thương Huyền  
  - Email: huyenus@hcmut.edu.vn "
Cho tôi thông tin của phó trưởng khoa Hoá,"- Phó Trưởng khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)  
- Phó Trưởng khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)  
- Phó Trưởng khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)  "
Xin thông tin liên hệ của Trưởng bộ môn Công nghệ Sinh học thuộc Khoa Kỹ thuật Hóa học đi,"- Trưởng bộ môn: PGS. TS. Lê Thị Thủy Tiên  
  - Email: ltttien@hcmut.edu.vn"
Cho tôi email liên hệ của trưởng bộ môn Quá trình và Thiết bị ở khoa Hóa đi,"- Trưởng bộ môn: TS. Bùi Ngọc Pha  
  - Email: buingocpha@hcmut.edu.vn"
Chương trình Tiêu chuẩn ở bậc Đại học thuộc Khoa Kỹ thuật Hóa học bao gồm những nhóm ngành và chuyên ngành nào?,"Nhóm ngành: Hoá - Thực phẩm - Sinh học: Chuyên ngành: Công nghệ Thực phẩm; Công nghệ Sinh học; Kỹ thuật Hóa học, Công nghệ Hóa dược, Công nghệ Mỹ phẩm"
Cho tui thông tin về ngành học và chuyên ngành của khoa Hóa đi,"### Giới thiệu về Khoa Kỹ thuật Hóa họcKhoa Kỹ thuật Hóa học tại Trường Đại học Bách khoa - ĐHQG-HCM là một trong những khoa lớn và lâu đời, đóng góp quan trọng vào sự phát triển của ngành công nghiệp hóa học ở Việt Nam. Khoa tập trung vào việc đào tạo sinh viên về các lĩnh vực như thiết kế và tối ưu hóa quy trình hóa học, nghiên cứu và phát triển các quy trình mới, và ứng dụng công nghệ hóa học trong nhiều lĩnh vực khác nhau.#### Cơ cấu Nhân Sự- **Ban Chủ nhiệm Khoa**  - Trưởng Khoa: PGS. TS. Nguyễn Quang Long (Email: nqlong@hcmut.edu.vn)  - Phó Trưởng Khoa: PGS. TS. Trần Tấn Việt (Email: trantanviet@hcmut.edu.vn)  - Phó Trưởng Khoa: PGS. TS. Võ Đình Lệ Tâm (Email: vdlt@hcmut.edu.vn)  - Phó Trưởng Khoa: TS. Nguyễn Minh Kha (Email: nmkha@hcmut.edu.vn)- **Bộ Môn**  - Bộ môn Công nghệ Sinh học:     - Trưởng bộ môn: PGS. TS. Lê Thị Thủy Tiên (Email: ltttien@hcmut.edu.vn)  - Bộ môn Công nghệ Thực phẩm:    - Trưởng bộ môn: GS. TS. Lê Văn Việt Mẫn (Email: lvvman@hcmut.edu.vn)  - Bộ môn Kỹ thuật Hóa vô cơ:    - Trưởng bộ môn: PGS. TS. Lê Minh Viễn (Email: lmvien@hcmut.edu.vn)  - Bộ môn Kỹ thuật Hóa hữu cơ:    - Trưởng bộ môn: PGS. TS. Lê Vũ Hà (Email: lvh@hcmut.edu.vn)  - Bộ môn Kỹ thuật Chế biến Dầu khí:    - Trưởng bộ môn: TS. Phạm Hồ Mỹ Phương (Email: phmphuong@hcmut.edu.vn)  - Bộ môn Kỹ thuật Hóa lý & Phân tích:    - Trưởng bộ môn: PGS. TS. Nguyễn Trường Sơn (Email: ntson@hcmut.edu.vn)  - Bộ môn Quá trình và Thiết bị:    - Trưởng bộ môn: TS"
Chương trình Chuyển tiếp Quốc tế của khoa Hoá bao gồm những ngành học nào,"- Kỹ thuật Hóa học  
    - Kỹ thuật Hóa học - chuyên ngành Kỹ thuật Hóa dược  
    - Công nghệ Thực phẩm "
Khoa Kỹ thuật Hóa học hiện đào tạo những ngành nào ở bậc Thạc sĩ,"- Kỹ thuật hóa học  
  - Kỹ thuật hóa dầu và lọc dầu  
  - Công nghệ thực phẩm  
  - Công nghệ Sinh học"
